id,original,detected_language,confidence,translated_text
552,percepció i atenció,ca,100,perception and attention
553,treball de fi de grau,ca,100,end-of-degree work
554,psicometria,ca,100,psicometry
555,psicologia biològica 2,ca,100,biological psychology 2
556,pràctiques externes,ca,100,external practices
557,psicopatologia de l’adult,ca,100,adult psychopathology
558,intel·ligència i creativitat,ca,100,intelligence and creativity
559,psicologia de la memòria,ca,100,psicology of memory
560,desenvolupament psicomotriu,ca,100,psychomotive development
561,intervenció psicoeducativa en l’àmbit de les emocions,ca,100,psychoeducational intervention in the field of emotions
562,psicologia jurídica,ca,100,legal psychology
563,psicologia comercial i del consum,ca,100,commercial psychology and consumption
564,motivació i emoció,ca,100,motivation and emotion
565,psicologia de l’educació 2,ca,100,psicology of education 2
566,psicologia del treball,ca,100,work psychology
567,psicologia dels grups,ca,100,group psychology
568,psicologia de l’educació 1,ca,100,psicology of education 1
569,psicologia biològica 1,ca,100,biological psychology 1
570,fonaments de psicobiologia,ca,100,Psycobiology
571,llenguatge i comunicació,ca,100,language and communication
572,psicologia social de l’esport,ca,100,social psychology of sport
573,cultura del benestar: salut i qualitat de vida,ca,100,welfare culture: health and quality of life
574,psicologia social,ca,100,social psychology
575,personalitat i diferències individuals,ca,100,personality and individual differences
576,aprenentatge i condicionament,ca,100,learning and conditioning
577,neuropsicologia 1,ca,100,neuropsicologia 1
578,avaluació i diagnòstic psicològic 2,ca,100,psychological assessment and diagnosis 2
579,intervenció en psicologia clínica,ca,100,intervention in clinical psychology
580,intervenció psicomotriu,ca,100,psychomotor intervention
581,psicopatologia 2,ca,100,psicopathology 2
582,desenvolupament cognitiu,ca,100,cognitive development
583,avaluació i diagnòstic psicològic 1,ca,100,psychological assessment and diagnosis 1
584,pensament i resolució de problemes,ca,100,thinking and solving problems
585,avaluació psicopedagògica en educació,ca,100,psychopedagogical assessment in education
586,teràpia familiar,ca,100,familial therapy
587,psicogerontologia,ca,100,psicogerontology
588,psicologia social de les actituds,ca,100,social psychology of attitudes
589,neuropsicologia 2,ca,100,neuropsicologia 2
590,programes d’intervenció psicoeducativa en contexts familiars,ca,100,psychoeducational intervention programs in family contexts
591,psicofarmacologia i drogodependències,ca,100,psychopharmacology and drugdependencies
592,dissenys en investigació aplicada,ca,100,designs in applied research
593,psicologia comunitària,ca,100,community psychology
594,desenvolupament i avaluació de bancs d’ítems i de tests adaptatius informatitzats,ca,100,development and evaluation of benches of items and computerized adaptive tests
595,psicopatologia del nen i de l’adolescent 2,ca,100,Child and Adolescent Psychopathology 2
596,avaluació i intervenció en les socioaddiccions,ca,100,evaluation and intervention in socio-addictions
597,avaluació conductual,ca,100,behavioral evaluation
598,trastorns de l’atenció i rendiment,ca,100,disorders of attention and performance
599,construcció d’escales i tests informatitzats,ca,100,construction of computerized scales and tests
600,gestió i resolució de conflictes interpersonals en contexts educatius,ca,100,management and resolution of interpersonal conflicts in educational contexts
401,cultura del benestar: salut i qualitat de vida,ca,100,welfare culture: health and quality of life
402,disseny i desenvolupament de projectes mitjançant les tic,ca,100,design and development of projects through the tic
403,"direcció, supervisió i avaluació educativa",ca,100,"direction, supervision and educational evaluation"
404,planificació i organització de la intervenció educativa,ca,100,planification and organization of educational intervention
405,sistema educatiu,ca,100,educational system
406,projecció professional,ca,100,professional projection
407,atenció a la diversitat,ca,100,attention to diversity
408,formació en les organitzacions,ca,100,formation in organizations
409,"psicologia de l’adolescència, maduresa i tercera edat",ca,100,"psicology of adolescence, maturity and third age"
410,investigació i avaluació en educació,ca,100,research and evaluation in education
411,desenvolupament i ètica professional,ca,100,development and professional ethics
412,estudis en el marc de convenis de mobilitat,ca,100,studies within the framework of mobility conventions
413,contextos d’actuació professional,ca,100,contexts of professional action
414,treball de fi de grau,ca,100,end-of-degree work
415,"societat, família i educació",ca,100,"society, family and education"
416,processos i contextos educatius,ca,100,processes and educational contexts
417,recursos tic i educació inclusiva,ca,100,tic resources and inclusive education
418,pràctiques externes 2,ca,100,external practices 2
419,audició: les històries de la música,ca,100,audition: the stories of music
420,salut i activitat física,ca,100,Health and physical activity
421,recursos per atendre la diversitat a primària,ca,100,resources to attend to diversity in primary
422,ensenyament i aprenentatge de les ciències socials 2,ca,100,teaching and learning social sciences 2
423,ensenyament i aprenentatge de les llengües 3,ca,100,teaching and learning of languages 3
424,dansa: la música en moviment,ca,100,dance: moving music
425,hàbits saludables i estil de vida,ca,100,healthy habits and lifestyle
426,"societat, família i educació",ca,100,"society, family and education"
427,aprenentatge i desenvolupament de la personalitat,ca,100,learning and development of personality
428,habilitats comunicatives,ca,100,comunicatives skills
429,ensenyament i aprenentatge de les ciències experimentals 1,ca,100,teaching and learning experimental sciences 1
430,esport extraescolar,ca,100,extracurricular sport
431,activitat física i esportiva a l’edat escolar,ca,100,physical and sports activity at school age
432,pedagogia i didàctica de la religió a l’escola,ca,100,pedagogy and teaching of religion in school
433,"atenció a la diversitat social, lingüística i cultural a l’escola",ca,100,"attention to social, linguistic and cultural diversity in school"
434,gestió de recursos i organització en educació física,ca,100,resource management and organization in physical education
435,ensenyament i aprenentatge de les llengües 1,ca,100,teaching and learning of languages 1
436,ensenyament i aprenentatge de les matemàtiques 2,ca,100,teaching and learning mathematics 2
437,"intervenció psicoeducativa en les dificultats de comunicació, lectura i escriptura",ca,100,"psychoeducational intervention in the difficulties of communication, reading and writing"
438,processos i contextos educatius,ca,100,processes and educational contexts
439,didàctica de la llengua estrangera,ca,100,didactical of the foreign language
440,"religió, cultura i valors",ca,100,"religion, culture and values"
441,formació vocal i auditiva,ca,100,vocal and auditory training
442,dificultats d’aprenentatge i trastorns del desenvolupament,ca,100,learning difficulties and developmental disorders
443,ensenyament i aprenentatge de les ciències experimentals 2,ca,100,teaching and learning experimental sciences 2
444,ensenyament i aprenentatge de les matemàtiques 1,ca,100,teaching and learning mathematics 1
445,treball de fi de grau,ca,100,end-of-degree work
446,el joc i la seva aplicació en el context escolar,ca,100,the game and its application in the school context
447,"pràctica instrumental, creativitat i improvisació",ca,100,"instrumental practice, creativity and improvisation"
448,agrupacions musicals,ca,100,musical groups
449,coneixement i ús de la llengua estrangera 1,ca,100,knowledge and use of the foreign language 1
450,ensenyament i aprenentatge de les matemàtiques 3,ca,100,teaching and learning mathematics 3
451,llenguatge musical,ca,100,musical language
452,didàctica de la música i la dansa a primària,ca,100,Didactics of music and dance in primary
453,intervenció educativa segons les capacitats intel·lectuals de l’alumnat d’educació primària,ca,100,educational intervention according to the intellectual capabilities of primary education students
454,ensenyament i aprenentatge de l’educació física 1,ca,100,teaching and learning physical education 1
455,ensenyament i aprenentatge de l’educació física 2,ca,100,teaching and learning physical education 2
456,"ensenyament i aprenentatge de l’educació musical, visual i plàstica 2",ca,100,"teaching and learning music, visual and plastic education 2"
457,pràctiques externes 1,ca,100,external practices 1
458,ensenyament i aprenentatge de les ciències socials 1,ca,100,teaching and learning of social sciences 1
459,"ensenyament i aprenentatge de l’educació musical, visual i plàstica 1",ca,100,"teaching and learning music, visual and plastic education 1"
460,intervenció educativa a l’alumnat amb discapacitat sensorial i motòrica,ca,100,educational intervention to students with sensory and motoric disabilities
